"","RNAi.well","ORF","GeneID","public.name","gene.other.ids","Nonv","Vpep","Simmer"
"11205@C11","GHR-11205@C11","W02H5.3","WBGene00020958",NA,"Suppressed, W02H5.3",NA,NA,NA
"11205@C12","GHR-11205@C12","Y116F11A.4","WBGene00014615",NA,"Y116F11A.4, CELE_Y116F11A.4",NA,NA,NA
"11205@D01","GHR-11205@D01","F55F10.1","WBGene00018898",NA,"F55F10.1, Y24D9A.e, CELE_F55F10.1",NA,NA,NA
"11205@D02","GHR-11205@D02","C01B10.6","WBGene00015280",NA,"C01B10.6, CELE_C01B10.6",NA,NA,NA
"11205@D03","GHR-11205@D03","H08M01.2","WBGene00010374","rga-5","H08M01.2, rga-5, CELE_H08M01.2",NA,NA,NA
"11205@D04","GHR-11205@D04","C15F1.4","WBGene00004090","ppp-1","C15F1.4, ppp-1, CELE_C15F1.4",NA,NA,NA
"11205@D05","GHR-11205@D05","C18C4.9","WBGene00015969","glb-6","C18C4.9, glb-6, CELE_C18C4.9",NA,NA,NA
"11205@D06","GHR-11205@D06","Y59A8B.2",NA,NA,NA,NA,NA,NA
"11205@D07","GHR-11205@D07","Y59A8B.20","WBGene00013352","lon-8","Y59A8B.20, lon-8, Y59A8B.j, CELE_Y59A8B.20",NA,NA,NA
"11205@D08","GHR-11205@D08","K06A4.4","WBGene00010594","swt-5","K06A4.4, swt-5, CELE_K06A4.4",NA,NA,NA
"11205@D09","GHR-11205@D09","Y105E8A.1","WBGene00013666",NA,"Y105E8A.1, yrs-2, Y105E8A.b, CELE_Y105E8A.1",NA,NA,NA
"11205@D10","GHR-11205@D10","M03F8.6","WBGene00019765",NA,"M03F8.6, CELE_M03F8.6",NA,NA,NA
"11205@D12","GHR-11205@D12","K07C6.9","WBGene00005957","srx-66","K07C6.9, srx-66, CELE_K07C6.9",NA,NA,NA
"11205@E02","GHR-11205@E02","Y76B12C.6","WBGene00022300",NA,"Y76B12C.6, CELE_Y76B12C.6",NA,NA,NA
"11205@E03","GHR-11205@E03","C08G9.2","WBGene00015620",NA,"C08G9.2, CELE_C08G9.2",NA,NA,NA
"11205@E04","GHR-11205@E04","R53.3","WBGene00001207","egl-43","R53.3, egl-43, CELE_R53.3",NA,"Egl","Egl"
"11205@E05","GHR-11205@E05","F48F5.2","WBGene00009846",NA,"F48F5.2, CELE_F48F5.2",NA,NA,NA
"11205@E06","GHR-11205@E06","F16H6.10","WBGene00008900",NA,"F16H6.10, CELE_F16H6.10",NA,NA,NA
"11205@E09","GHR-11205@E09","C47E8.1","WBGene00008141",NA,"C47E8.1, CELE_C47E8.1",NA,NA,NA
"11205@E10","GHR-11205@E10","F46B3.12","WBGene00009764","srz-17","F46B3.12, srz-17, CELE_F46B3.12",NA,NA,NA
"11205@E11","GHR-11205@E11","K09D9.1","WBGene00019564",NA,"K09D9.1, CELE_K09D9.1",NA,NA,NA
"11205@E12","GHR-11205@E12","T11A5.2","WBGene00011701","srab-17","T11A5.2, srab-17, CELE_T11A5.2",NA,NA,NA
"11205@F01","GHR-11205@F01","F52B11.7",NA,NA,NA,NA,NA,NA
"11205@F02","GHR-11205@F02","F52B11.1","WBGene00009924","cfp-1","F52B11.1, cfp-1, CELE_F52B11.1",NA,NA,NA
"11205@F05","GHR-11205@F05","C18D4.4","WBGene00007674",NA,"C18D4.4, CELE_C18D4.4",NA,NA,NA
"11205@F07","GHR-11205@F07","T28H10.2","WBGene00012143",NA,"T28H10.2, CELE_T28H10.2",NA,NA,NA
"11205@F09","GHR-11205@F09","F09C6.3","WBGene00008617",NA,"F09C6.3, CELE_F09C6.3",NA,NA,NA
"11205@F10","GHR-11205@F10","F58E6.10","WBGene00006778","unc-42","F58E6.10, unc-42, CELE_F58E6.10",NA,"Unc/Slu, Knk","Unc/Slu, Knk"
"11205@F11","GHR-11205@F11","Y75B12B.1","WBGene00013567",NA,"Y75B12B.1, CELE_Y75B12B.1",NA,NA,NA
"11205@F12","GHR-11205@F12","F26F2.1","WBGene00009166",NA,"F26F2.1, CELE_F26F2.1",NA,NA,NA
"11205@G01","GHR-11205@G01","C44B12.1","WBGene00016636","perm-2","C44B12.1, perm-2, CELE_C44B12.1",NA,NA,NA
"11205@G02","GHR-11205@G02","C48D1.3","WBGene00000501","cho-1","C48D1.3, cho-1, CELE_C48D1.3",NA,NA,NA
"11205@G03","GHR-11205@G03","F35F10.14","WBGene00018063",NA,"F35F10.14, CELE_F35F10.14",NA,NA,NA
"11205@G04","GHR-11205@G04","C10G8.4","WBGene00015683",NA,"C10G8.4, CELE_C10G8.4",NA,NA,NA
"11205@G05","GHR-11205@G05","Y116F11B.12","WBGene00001629","gly-4","Y116F11B.12, gly-4, Y116F11B.m, Y116F11B.n, CELE_Y116F11B.12",NA,NA,NA
"11205@G06","GHR-11205@G06","T20D4.15","WBGene00020620",NA,"T20D4.15, CELE_T20D4.15",NA,NA,NA
"11205@G07","GHR-11205@G07","Y32B12A.3","WBGene00012518","comt-2","Y32B12A.3, comt-2, CELE_Y32B12A.3",NA,NA,NA
"11205@G08","GHR-11205@G08","Y102A5C.8","WBGene00013615","fbxa-110","Y102A5C.8, fbxa-110, CELE_Y102A5C.8",NA,NA,NA
"11205@G09","GHR-11205@G09","C03A7.6","WBGene00005930","srx-39","C03A7.6, srx-39, CELE_C03A7.6",NA,NA,NA
"11205@G10","GHR-11205@G10","Y39B6A.46","WBGene00012702","ztf-20","Y39B6A.46, ztf-20, Y39B6A.a, CELE_Y39B6A.46",NA,NA,NA
"11205@G11","GHR-11205@G11","C14C6.10","WBGene00005585","sri-73","C14C6.10, sri-73, CELE_C14C6.10",NA,NA,NA
"11205@H01","GHR-11205@H01","Y57G11C.8","WBGene00013306",NA,"Y57G11C.8, CELE_Y57G11C.8",NA,NA,NA
"11205@H02","GHR-11205@H02","F08B4.6","WBGene00002028","hst-1","F08B4.6, hst-1, CELE_F08B4.6",NA,NA,NA
"11205@H03","GHR-11205@H03","Y44A6D.1","WBGene00012852",NA,"Y44A6D.1, CELE_Y44A6D.1",NA,NA,NA
"11205@H04","GHR-11205@H04","C04E6.8","WBGene00015424",NA,"C04E6.8, CELE_C04E6.8",NA,NA,NA
"11205@H05","GHR-11205@H05","F14D7.4","WBGene00008791",NA,"F14D7.4, CELE_F14D7.4",NA,NA,NA
"11205@H07","GHR-11205@H07","F35B12.8","WBGene00009387","glb-15","F35B12.8, glb-15, CELE_F35B12.8",NA,NA,NA
"11205@H08","GHR-11205@H08","F58E6.8","WBGene00010257",NA,"F58E6.8, CELE_F58E6.8",NA,NA,NA
"11205@H09","GHR-11205@H09","F44C8.8","WBGene00003723","nhr-133","F44C8.8, nhr-133, F44C8.d, CELE_F44C8.8",NA,NA,NA
"11205@H10","GHR-11205@H10","F22E12.3","WBGene00009060",NA,"F22E12.3, CELE_F22E12.3",NA,NA,NA
"11206@A01","GHR-11206@A01","Y37H2A.8","WBGene00012568","fbxa-212","Y37H2A.8, fbxa-212, CELE_Y37H2A.8",NA,NA,NA
"11206@A02","GHR-11206@A02","R186.2","WBGene00005113","srd-35","R186.2, srd-35, CELE_R186.2",NA,NA,NA
"11206@A03","GHR-11206@A03","Y38H6C.10","WBGene00012623","fbxa-149","Y38H6C.10, fbxa-149, CELE_Y38H6C.10",NA,NA,NA
"11206@A04","GHR-11206@A04","C50H11.13","WBGene00016858",NA,"C50H11.13, CELE_C50H11.13",NA,NA,NA
"11206@A05","GHR-11206@A05","C01G10.2","WBGene00005970","srx-79","C01G10.2, srx-79, CELE_C01G10.2",NA,NA,NA
"11206@A06","GHR-11206@A06","T20D4.8","WBGene00020614",NA,"T20D4.8, CELE_T20D4.8",NA,NA,NA
"11206@A07","GHR-11206@A07","ZC412.1","WBGene00013883","npr-13","ZC412.1, npr-13, CELE_ZC412.1",NA,NA,NA
"11206@A09","GHR-11206@A09","T13F3.6","WBGene00011753",NA,"T13F3.6, CELE_T13F3.6",NA,NA,NA
"11206@A10","GHR-11206@A10","K06B4.11","WBGene00003643","nhr-53","K06B4.11, nhr-53, CELE_K06B4.11",NA,NA,NA
"11206@A11","GHR-11206@A11","B0238.13","WBGene00015077",NA,"B0238.13, CELE_B0238.13",NA,NA,NA
"11206@A12","GHR-11206@A12","C34H3.1","WBGene00016423","tag-275","C34H3.1, tag-275, CELE_C34H3.1",NA,NA,NA
"11206@B01","GHR-11206@B01","W05B10.5","WBGene00006007","srx-116","W05B10.5, srx-116, CELE_W05B10.5",NA,NA,NA
"11206@B02","GHR-11206@B02","C16D9.1","WBGene00015857",NA,"C16D9.1, CELE_C16D9.1",NA,NA,NA
"11206@B03","GHR-11206@B03","C06B3.5","WBGene00007364","stdh-3","C06B3.5, stdh-3, CELE_C06B3.5",NA,NA,NA
"11206@B04","GHR-11206@B04","F59D6.5","WBGene00005755","srw-8","F59D6.5, srw-8, CELE_F59D6.5",NA,NA,NA
"11206@B05","GHR-11206@B05","K04A8.10","WBGene00019379",NA,"K04A8.10, CELE_K04A8.10",NA,NA,NA
"11206@B06","GHR-11206@B06","C04E12.11","WBGene00015440","arrd-20","C04E12.11, arrd-20, CELE_C04E12.11",NA,NA,NA
"11206@B07","GHR-11206@B07","Y97E10AR.2","WBGene00022397",NA,"Y97E10AR.2, Y97E10AR.e, CELE_Y97E10AR.2",NA,NA,NA
"11206@B09","GHR-11206@B09","F41E6.4","WBGene00018285","smk-1","F41E6.4, smk-1, rad-2, CELE_F41E6.4",NA,NA,NA
"11206@B10","GHR-11206@B10","F38B7.1","WBGene00009532","ccch-1","F38B7.1, ccch-1, CELE_F38B7.1",NA,NA,NA
"11206@B11","GHR-11206@B11","B0238.13","WBGene00015077",NA,"B0238.13, CELE_B0238.13",NA,NA,NA
"11206@B12","GHR-11206@B12","H37A05.1","WBGene00010425","lpin-1","H37A05.1, lpin-1, CELE_H37A05.1",NA,NA,NA
"11206@C01","GHR-11206@C01","C03A7.2","WBGene00015366",NA,"C03A7.2, CELE_C03A7.2",NA,NA,NA
"11206@C02","GHR-11206@C02","R09B5.7","WBGene00005611","srj-23","R09B5.7, srj-23, CELE_R09B5.7",NA,NA,NA
"11206@C03","GHR-11206@C03","DC2.6","WBGene00005298","srh-77","DC2.6, srh-77, CELE_DC2.6",NA,NA,NA
"11206@C04","GHR-11206@C04","F47G9.6","WBGene00009833",NA,"F47G9.6, CELE_F47G9.6",NA,NA,NA
"11206@C05","GHR-11206@C05","K06B4.10","WBGene00010604","nhr-199","K06B4.10, nhr-199, CELE_K06B4.10",NA,NA,NA
"11206@C06","GHR-11206@C06","F47B8.10","WBGene00009811",NA,"F47B8.10, CELE_F47B8.10",NA,NA,NA
"11206@C07","GHR-11206@C07","T20D4.3","WBGene00020609",NA,"T20D4.3, CELE_T20D4.3",NA,NA,NA
"11206@C08","GHR-11206@C08","Y105E8A.23","WBGene00013680","rpom-1","Y105E8A.23, rpom-1, Y105E8C.c, CELE_Y105E8A.23",NA,NA,NA
"11206@C09","GHR-11206@C09","C44H9.7","WBGene00008102",NA,"C44H9.7, CELE_C44H9.7",NA,NA,NA
"11206@C10","GHR-11206@C10","F38B7.1","WBGene00009532","ccch-1","F38B7.1, ccch-1, CELE_F38B7.1",NA,NA,NA
"11206@C11","GHR-11206@C11","C10F3.4","WBGene00015678","mcp-1","C10F3.4, mcp-1, CELE_C10F3.4",NA,NA,NA
"11206@C12","GHR-11206@C12","F47G9.4","WBGene00009831",NA,"F47G9.4, CELE_F47G9.4",NA,NA,NA
"11206@D01","GHR-11206@D01","T08D2.5","WBGene00011610",NA,"T08D2.5, CELE_T08D2.5",NA,NA,NA
"11206@D02","GHR-11206@D02","C44C3.7","WBGene00005886","srw-139","C44C3.7, srw-139, CELE_C44C3.7",NA,NA,NA
"11206@D03","GHR-11206@D03","W06H8.4","WBGene00021067",NA,"W06H8.4, CELE_W06H8.4",NA,NA,NA
"11206@D04","GHR-11206@D04","T26H2.3","WBGene00012065","fbxb-2","T26H2.3, fbxb-2, CELE_T26H2.3",NA,NA,NA
"11206@D05","GHR-11206@D05","ZK6.11","WBGene00022645",NA,"ZK6.11, CELE_ZK6.11",NA,NA,NA
"11206@D06","GHR-11206@D06","Y73C8C.10","WBGene00022267",NA,"Y73C8C.10, CELE_Y73C8C.10",NA,NA,NA
"11206@D07","GHR-11206@D07","F36G9.12","WBGene00009488","oac-20","F36G9.12, oac-20, CELE_F36G9.12",NA,NA,NA
"11206@D08","GHR-11206@D08","Y59A8B.1","WBGene00001080","dpy-21","Y59A8B.1, dpy-21, Y59A8B.c, CELE_Y59A8B.1",NA,NA,NA
"11206@D09","GHR-11206@D09","Y43F8C.16","WBGene00012837",NA,"Y43F8C.16, CELE_Y43F8C.16",NA,NA,NA
"11206@D10","GHR-11206@D10","R11G11.2","WBGene00003648","nhr-58","R11G11.2, nhr-58, CELE_R11G11.2",NA,NA,NA
"11206@D11","GHR-11206@D11","F29G9.2","WBGene00017931","picc-1","F29G9.2, picc-1, CELE_F29G9.2",NA,NA,NA
"11206@D12","GHR-11206@D12","F38A6.2","WBGene00001248","elp-1","F38A6.2, elp-1, CELE_F38A6.2",NA,NA,NA
"11206@E01","GHR-11206@E01","C50B6.12","WBGene00006102","str-37","C50B6.12, str-37, CELE_C50B6.12",NA,NA,NA
"11206@E02","GHR-11206@E02","T05B4.1","WBGene00020236","lgc-1","T05B4.1, lgc-1, CELE_T05B4.1",NA,NA,NA
"11206@E03","GHR-11206@E03","F21F8.6","WBGene00017680",NA,"F21F8.6, CELE_F21F8.6",NA,NA,NA
"11206@E04","GHR-11206@E04","T10H4.6","WBGene00005764","srw-17","T10H4.6, srw-17, CELE_T10H4.6",NA,NA,NA
"11206@E05","GHR-11206@E05","F55C5.6","WBGene00010095",NA,"F55C5.6, CELE_F55C5.6",NA,NA,NA
"11206@E06","GHR-11206@E06","R07B7.4","WBGene00011088",NA,"R07B7.4, CELE_R07B7.4",NA,NA,NA
"11206@E07","GHR-11206@E07","F14H8.6","WBGene00000562","cng-1","F14H8.6, cng-1, CELE_F14H8.6",NA,NA,NA
"11206@E08","GHR-11206@E08","Y53H1C.2","WBGene00001215","ego-2","Y53H1C.2, ego-2, CELE_Y53H1C.2",NA,NA,NA
"11206@E09","GHR-11206@E09","F35E12.6","WBGene00009430",NA,"F35E12.6, CELE_F35E12.6",NA,NA,NA
"11206@E10","GHR-11206@E10","C06H2.2","WBGene00007386",NA,"C06H2.2, CELE_C06H2.2",NA,NA,NA
"11206@E12","GHR-11206@E12","C18C4.5","WBGene00015966",NA,"C18C4.5, CELE_C18C4.5",NA,NA,NA
"11206@F01","GHR-11206@F01","D1065.4","WBGene00005420","srh-210","D1065.4, srh-210, CELE_D1065.4",NA,NA,NA
"11206@F02","GHR-11206@F02","Y102A5C.3","WBGene00013612","fbxa-207","Y102A5C.3, fbxa-207, CELE_Y102A5C.3",NA,NA,NA
"11206@F03","GHR-11206@F03","Y39B6A.37","WBGene00012695",NA,"Y39B6A.37, Y39B6A.h, CELE_Y39B6A.37",NA,NA,NA
"11206@F04","GHR-11206@F04","K01D12.4","WBGene00006669","twk-14","K01D12.4, twk-14, twk-12, CELE_K01D12.4",NA,NA,NA
"11206@F05","GHR-11206@F05","F31D4.7","WBGene00006687","twk-35","F31D4.7, twk-35, CELE_F31D4.7",NA,NA,NA
"11206@F06","GHR-11206@F06","C49G7.8","WBGene00016786","cyp-35A4","C49G7.8, cyp-35A4, CELE_C49G7.8",NA,NA,NA
"11206@F07","GHR-11206@F07","F25D1.4","WBGene00009109","degt-1","F25D1.4, degt-1, CELE_F25D1.4",NA,NA,NA
"11206@F08","GHR-11206@F08","ZC190.7","WBGene00022541",NA,"ZC190.7, CELE_ZC190.7",NA,NA,NA
"11206@F09","GHR-11206@F09","T10C6.7","WBGene00011689",NA,"T10C6.7, CELE_T10C6.7",NA,NA,NA
"11206@F10","GHR-11206@F10","M03F8.2","WBGene00004206","pst-1","M03F8.2, pst-1, let-462, CELE_M03F8.2",NA,NA,NA
"11206@F11","GHR-11206@F11","T05H4.13","WBGene00000110","alh-4","T05H4.13, alh-4, CELE_T05H4.13",NA,NA,NA
"11206@F12","GHR-11206@F12","C44H9.4","WBGene00008099",NA,"C44H9.4, CELE_C44H9.4",NA,NA,NA
"11206@G01","GHR-11206@G01","F57G8.1","WBGene00005395","srh-180","F57G8.1, srh-180, CELE_F57G8.1",NA,NA,NA
"11206@G02","GHR-11206@G02","ZC443.1","WBGene00013896",NA,"ZC443.1, CELE_ZC443.1",NA,NA,NA
"11206@G03","GHR-11206@G03","T11A5.3","WBGene00011702","srab-18","T11A5.3, srab-18, CELE_T11A5.3",NA,NA,NA
"11206@G04","GHR-11206@G04","F56A4.8","WBGene00018916",NA,"Suppressed, F56A4.8",NA,NA,NA
"11206@G05","GHR-11206@G05","F55A11.5","WBGene00044631","bus-18","F55A11.5, bus-18, acl-10, CELE_F55A11.5",NA,NA,NA
"11206@G06","GHR-11206@G06","C06B3.3","WBGene00007362","cyp-35C1","C06B3.3, cyp-35C1, CELE_C06B3.3",NA,NA,NA
"11206@G07","GHR-11206@G07","C02G6.2","WBGene00015360",NA,"C02G6.2, CELE_C02G6.2",NA,NA,NA
"11206@G08","GHR-11206@G08","T19B10.4","WBGene00004152","pqn-70","T19B10.4, pqn-70, CELE_T19B10.4",NA,NA,NA
"11206@G09","GHR-11206@G09","F41E6.13","WBGene00018294","atg-18","F41E6.13, atg-18, tag-283, atgr-18, CELE_F41E6.13",NA,NA,NA
"11206@G10","GHR-11206@G10","F36D4.5","WBGene00018090",NA,"F36D4.5, CELE_F36D4.5",NA,NA,NA
"11206@G11","GHR-11206@G11","ZK863.3","WBGene00014123","elpc-3","ZK863.3, elpc-3, CELE_ZK863.3",NA,NA,NA
"11206@H01","GHR-11206@H01","C32C4.3","WBGene00007863",NA,"C32C4.3, CELE_C32C4.3",NA,NA,NA
"11206@H02","GHR-11206@H02","C04E12.12","WBGene00015441","arrd-21","C04E12.12, arrd-21, CELE_C04E12.12",NA,NA,NA
"11206@H03","GHR-11206@H03","EGAP9.2","WBGene00001506","fut-2","EGAP9.2, fut-2, CE2FT-1, CELE_EGAP9.2",NA,NA,NA
"11206@H04","GHR-11206@H04","Y46H3C.6","WBGene00021606",NA,"Y46H3C.6, CELE_Y46H3C.6",NA,NA,NA
"11206@H05","GHR-11206@H05","F26D2.3","WBGene00009148",NA,"F26D2.3, CELE_F26D2.3",NA,NA,NA
"11206@H06","GHR-11206@H06","ZC455.3","WBGene00013903","ugt-3","ZC455.3, ugt-3, CELE_ZC455.3",NA,NA,NA
"11206@H07","GHR-11206@H07","Y111B2A.14","WBGene00004161","pqn-80","Y111B2A.14, pqn-80, Y111B2G.d, Y111B2G.e, CELE_Y111B2A.14",NA,NA,NA
"11206@H08","GHR-11206@H08","F59A7.5","WBGene00019092",NA,"F59A7.5, CELE_F59A7.5",NA,NA,NA
"11206@H09","GHR-11206@H09","W02F12.4","WBGene00020949",NA,"W02F12.4, CELE_W02F12.4",NA,NA,NA
"11206@H10","GHR-11206@H10","T25F10.3","WBGene00020806",NA,"T25F10.3, CELE_T25F10.3",NA,NA,NA
"11206@H11","GHR-11206@H11","ZC455.5","WBGene00013905","ugt-4","ZC455.5, ugt-4, CELE_ZC455.5",NA,NA,NA
"11207@A01","GHR-11207@A01","F36G9.13","WBGene00009489",NA,"F36G9.13, CELE_F36G9.13",NA,NA,NA
"11207@A02","GHR-11207@A02","F52D2.5","WBGene00018687",NA,"F52D2.5, CELE_F52D2.5",NA,NA,NA
"11207@A03","GHR-11207@A03","F13D11.3","WBGene00017428",NA,"F13D11.3, CELE_F13D11.3",NA,NA,NA
"11207@A04","GHR-11207@A04","F47G3.2","WBGene00018577","asna-2","F47G3.2, asna-2, CELE_F47G3.2",NA,NA,NA
"11207@A05","GHR-11207@A05","T01H10.4","WBGene00011357",NA,"T01H10.4, CELE_T01H10.4",NA,NA,NA
"11207@A06","GHR-11207@A06","Y62H9A.1","WBGene00013389",NA,"Y62H9A.1, CELE_Y62H9A.1",NA,NA,NA
"11207@A07","GHR-11207@A07","F46G11.1","WBGene00018514",NA,"F46G11.1, CELE_F46G11.1",NA,NA,NA
"11207@A08","GHR-11207@A08","F39D8.2","WBGene00009560","psa-3","F39D8.2, psa-3, CELE_F39D8.2",NA,NA,NA
"11207@A09","GHR-11207@A09","K02G10.7","WBGene00000176","aqp-8","K02G10.7, aqp-8, CELE_K02G10.7",NA,NA,NA
"11207@A10","GHR-11207@A10","W03G11.4","WBGene00012226",NA,"W03G11.4, CELE_W03G11.4",NA,NA,NA
"11207@A11","GHR-11207@A11","C33A11.4","WBGene00006462","tag-97","C33A11.4, tag-97, CELE_C33A11.4",NA,NA,NA
"11207@A12","GHR-11207@A12","C46C11.1","WBGene00016704","hosl-1","C46C11.1, hosl-1, CELE_C46C11.1",NA,NA,NA
"11207@B01","GHR-11207@B01","F58G11.2","WBGene00010280","rde-12","F58G11.2, rde-12, CELE_F58G11.2",NA,NA,NA
"11207@B02","GHR-11207@B02","F49H12.4","WBGene00018655",NA,"F49H12.4, CELE_F49H12.4",NA,NA,NA
"11207@B03","GHR-11207@B03","Y59E1B.1","WBGene00021990",NA,"Y59E1B.1, CELE_Y59E1B.1",NA,NA,NA
"11207@B04","GHR-11207@B04","ZK563.5","WBGene00022769",NA,"ZK563.5, CELE_ZK563.5",NA,NA,NA
"11207@B05","GHR-11207@B05","K09C4.3","WBGene00002006","hsp-2","K09C4.3, hsp-2, hsp-2ps, CELE_K09C4.3",NA,NA,NA
"11207@B06","GHR-11207@B06","F14D12.6","WBGene00006411","octr-1","F14D12.6, octr-1, tag-24, CELE_F14D12.6",NA,NA,NA
"11207@B07","GHR-11207@B07","C11H1.4","WBGene00004191","prx-1","C11H1.4, prx-1, pex-1, pex1, CELE_C11H1.4",NA,NA,NA
"11207@B08","GHR-11207@B08","C56G3.2","WBGene00016985",NA,"C56G3.2, CELE_C56G3.2",NA,NA,NA
"11207@B09","GHR-11207@B09","C52B9.1","WBGene00000510","cka-2","C52B9.1, cka-2, CELE_C52B9.1",NA,NA,NA
"11207@B10","GHR-11207@B10","F53A9.4","WBGene00018727","jbts-14","F53A9.4, jbts-14, CELE_F53A9.4",NA,NA,NA
"11207@B11","GHR-11207@B11","C07A12.3","WBGene00003628","nhr-35","C07A12.3, nhr-35, CELE_C07A12.3",NA,NA,NA
"11207@B12","GHR-11207@B12","F35B3.5","WBGene00004121","ptrn-1","F35B3.5, ptrn-1, pqn-34, CELE_F35B3.5",NA,NA,NA
"11207@C01","GHR-11207@C01","F45F2.10","WBGene00018482",NA,"F45F2.10, CELE_F45F2.10",NA,NA,NA
"11207@C02","GHR-11207@C02","F47B10.5","WBGene00009816",NA,"F47B10.5, CELE_F47B10.5",NA,NA,NA
"11207@C03","GHR-11207@C03","T25C12.2","WBGene00004994","spp-9","T25C12.2, spp-9, CELE_T25C12.2",NA,NA,NA
"11207@C04","GHR-11207@C04","K04G11.1","WBGene00010570",NA,"K04G11.1, CELE_K04G11.1",NA,NA,NA
"11207@C05","GHR-11207@C05","E02H4.5","WBGene00008463",NA,"E02H4.5, CELE_E02H4.5",NA,NA,NA
"11207@C06","GHR-11207@C06","K09F5.5","WBGene00019584","set-12","K09F5.5, set-12, CELE_K09F5.5",NA,NA,NA
"11207@C07","GHR-11207@C07","W05H7.1","WBGene00021044",NA,"W05H7.1, CELE_W05H7.1",NA,NA,NA
"11207@C08","GHR-11207@C08","F48E3.6","WBGene00018606",NA,"F48E3.6, CELE_F48E3.6",NA,NA,NA
"11207@C09","GHR-11207@C09","C45B2.5","WBGene00001602","gln-1","C45B2.5, gln-1, CELE_C45B2.5",NA,NA,NA
"11207@C10","GHR-11207@C10","M02F4.2","WBGene00019736",NA,"M02F4.2, CELE_M02F4.2",NA,NA,NA
"11207@C11","GHR-11207@C11","F49E2.5","WBGene00009888",NA,"F49E2.5, CELE_F49E2.5",NA,NA,NA
"11207@C12","GHR-11207@C12","F02E8.6","WBGene00003561","ncr-1","F02E8.6, ncr-1, npc-1, CELE_F02E8.6",NA,NA,NA
"11207@D01","GHR-11207@D01","C35C5.9","WBGene00007958",NA,"C35C5.9, CELE_C35C5.9",NA,NA,NA
"11207@D02","GHR-11207@D02","T08A9.4",NA,NA,NA,NA,NA,NA
"11207@D03","GHR-11207@D03","R03G5.5","WBGene00019846","gpx-7","R03G5.5, gpx-7, CELE_R03G5.5",NA,NA,NA
"11207@D04","GHR-11207@D04","F57G12.2","WBGene00010222",NA,"F57G12.2, CELE_F57G12.2",NA,NA,NA
"11207@D05","GHR-11207@D05","T14B1.2","WBGene00000085","aex-2","T14B1.2, aex-2, CELE_T14B1.2",NA,NA,NA
"11207@D06","GHR-11207@D06","C11H1.2","WBGene00007528",NA,"C11H1.2, CELE_C11H1.2",NA,NA,NA
"11207@D07","GHR-11207@D07","R12H7.3","WBGene00004825","skr-19","R12H7.3, skr-19, CELE_R12H7.3",NA,NA,NA
"11207@D08","GHR-11207@D08","T27A10.2","WBGene00020844",NA,"T27A10.2, CELE_T27A10.2",NA,NA,NA
"11207@D09","GHR-11207@D09","F54E4.3","WBGene00010059",NA,"F54E4.3, CELE_F54E4.3",NA,NA,NA
"11207@D10","GHR-11207@D10","C27C12.2","WBGene00007772","egrh-1","C27C12.2, egrh-1, CELE_C27C12.2",NA,NA,NA
"11207@D11","GHR-11207@D11","T02C5.3","WBGene00020160","igcm-3","T02C5.3, igcm-3, tag-311, CELE_T02C5.3",NA,NA,NA
"11207@D12","GHR-11207@D12","F52B10.1","WBGene00003776","nmy-1","F52B10.1, nmy-1, CELE_F52B10.1",NA,NA,NA
"11207@E02","GHR-11207@E02","C43H6.2",NA,NA,NA,NA,NA,NA
"11207@E03","GHR-11207@E03","R01E6.2","WBGene00010968",NA,"R01E6.2, CELE_R01E6.2",NA,NA,NA
"11207@E04","GHR-11207@E04","C03B1.9","WBGene00015379",NA,"C03B1.9, CELE_C03B1.9",NA,NA,NA
"11207@E05","GHR-11207@E05","T06F4.2","WBGene00000531","clh-4","T06F4.2, clh-4, T06F4.a, T06F4.b, CELE_T06F4.2",NA,NA,NA
"11207@E06","GHR-11207@E06","F57C7.5",NA,NA,NA,NA,NA,NA
"11207@E07","GHR-11207@E07","K03A11.5","WBGene00010522",NA,"K03A11.5, CELE_K03A11.5",NA,NA,NA
"11207@E08","GHR-11207@E08","F19H6.5","WBGene00008960",NA,"F19H6.5, CELE_F19H6.5",NA,NA,NA
"11207@E09","GHR-11207@E09","R07A4.3","WBGene00011074",NA,"R07A4.3, CELE_R07A4.3",NA,NA,NA
"11207@E10","GHR-11207@E10","F01E11.5","WBGene00017157","tyra-2","F01E11.5, tyra-2, CELE_F01E11.5",NA,NA,NA
"11207@E11","GHR-11207@E11","R160.7","WBGene00003084","lst-2","R160.7, lst-2, CELE_R160.7",NA,NA,NA
"11207@E12","GHR-11207@E12","M03A8.2","WBGene00019748","atg-2","M03A8.2, atg-2, CELE_M03A8.2",NA,NA,NA
"11207@F01","GHR-11207@F01","T25G12.3","WBGene00020811",NA,"T25G12.3, CELE_T25G12.3",NA,NA,NA
"11207@F02","GHR-11207@F02","C05E7.3","WBGene00007345",NA,"C05E7.3, CELE_C05E7.3",NA,NA,NA
"11207@F03","GHR-11207@F03","C53B7.2","WBGene00016893",NA,"C53B7.2, CELE_C53B7.2",NA,NA,NA
"11207@F04","GHR-11207@F04","F39B3.2","WBGene00018191","frpr-7","F39B3.2, frpr-7, CELE_F39B3.2",NA,NA,NA
"11207@F05","GHR-11207@F05","C09F12.2","WBGene00007482",NA,"C09F12.2, CELE_C09F12.2",NA,NA,NA
"11207@F06","GHR-11207@F06","C44C10.4","WBGene00008085",NA,"C44C10.4, CELE_C44C10.4",NA,NA,NA
